"Treatment","Frame","Experiment","Day","Replicate","Pointer","NearestNeighbor","PairwiseDistance"
"Combined",29,15,3,4,3,88.1325522407777,240.191557512549
"Combined",30,15,3,4,3,51.0414412373179,169.32155702767
"Combined",31,15,3,4,3,89.5074395577455,200.251079232865
"Control",1,16,3,4,1,147.199547272244,354.779998933004
"Control",2,16,3,4,1,142.042705511634,391.095194976792
"Control",3,16,3,4,1,116.878950256404,430.003384656792
"Control",4,16,3,4,1,175.8196295713,443.519008717814
"Control",5,16,3,4,1,77.1747352008721,460.609665254308
"Control",6,16,3,4,1,174.809387131838,442.600500961455
"Control",7,16,3,4,1,157.143613783749,495.468778164929
"Control",8,16,3,4,1,166.012250614138,462.46184832114
"Control",9,16,3,4,1,122.389718730627,425.621782901754
"Control",10,16,3,4,1,126.067309063472,390.697035199421
"Control",11,16,3,4,1,82.9661750110786,370.972144060495
"Control",12,16,3,4,1,182.651949226496,363.500830620761
"Control",13,16,3,4,1,143.071189947769,375.860323542197
"Control",14,16,3,4,1,148.359761767612,345.176674332223
"Control",15,16,3,4,1,205.282437089942,412.337814680618
"Control",16,16,3,4,1,175.29376039937,356.131569498019
"Control",17,16,3,4,1,195.020256501315,464.466811061996
"Control",18,16,3,4,1,171.825722955886,510.190287694342
"Control",19,16,3,4,1,179.908816363515,456.112772178189
"Control",20,16,3,4,1,131.616003643553,476.148933830803
"Control",21,16,3,4,1,137.289493383279,422.744599494178
"Control",22,16,3,4,1,93.0809859933055,426.754658048015
"Control",23,16,3,4,1,80.9093653478716,492.98601406348
"Control",24,16,3,4,1,68.0039275940073,495.444706178428
"Control",25,16,3,4,1,136.067263229913,506.073217001199
"Control",26,16,3,4,1,148.993342047825,433.694818227602
"Control",27,16,3,4,1,140.920637971118,424.380585477038
"Control",28,16,3,4,1,156.169617822112,392.717476214581
"Control",29,16,3,4,1,113.341488304268,374.147502523206
"Control",30,16,3,4,1,171.745197459773,372.888392224545
"Control",31,16,3,4,1,154.529703792692,450.241479937903
